,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country
46,1000183112,Hot Chicken Takes Over.,Restaurants,Food,USD,2014-10-16,40000.0,2014-09-16 02:31:08,63401.0,successful,855,US
47,1000184224,Star and the Snowman,Narrative Film,Film & Video,USD,2013-02-23,8000.0,2013-01-24 06:04:05,9401.0,successful,154,US
48,1000190427,Seas of Iron,Tabletop Games,Games,USD,2013-07-19,3000.0,2013-06-19 03:16:33,8105.0,successful,218,US
49,1000197321,(In)visible Empire Tees,Public Art,Art,USD,2016-01-02,1200.0,2015-11-22 22:47:44,90.0,failed,4,US
50,1000201265,I'LL SEE YOU IN MY DREAMS - narrative feature film,Narrative Film,Film & Video,USD,2014-02-05,60000.0,2014-01-11 00:57:14,61365.16,successful,632,US
51,100020143,H2O The Underwater Portraits,People,Photography,USD,2017-10-30,9500.0,2017-09-25 17:17:43,6.0,failed,2,US
52,1000202062,SkateFrames-Photo frame made from recycled skateboard wood,Art,Art,USD,2015-05-08,7500.0,2015-04-08 02:53:18,3.0,failed,3,US
53,1000212914,A Teacher's Travels in China,Photography,Photography,USD,2012-05-13,4000.0,2012-04-18 23:34:56,4866.17,successful,71,US
54,1000216800,Mothers Into Living Fit Yoga DVD for Moms and Babies,Family,Film & Video,USD,2014-06-19,11000.0,2014-05-20 17:18:29,11055.0,successful,51,US
55,1000217634,Mobile barbecue & catering trailer,Food Trucks,Food,USD,2014-10-23,13750.0,2014-09-24 03:35:33,1.0,failed,1,US
56,1000226576,Following the Call - A Novel,Fiction,Publishing,USD,2016-02-01,13500.0,2016-01-02 08:06:07,0.0,failed,0,US
57,1000227361,UNDERWATER,Film & Video,Film & Video,USD,2012-03-26,9500.0,2012-02-13 19:00:37,9660.0,successful,121,US
58,1000230071,The Fanalyzers: Views from the Stands,Webseries,Film & Video,USD,2013-10-18,60000.0,2013-09-18 20:20:00,635.0,failed,5,US
59,1000232288,Empires at Sea,Tabletop Games,Games,USD,2015-06-23,25000.0,2015-05-24 12:47:52,37199.0,successful,448,US
60,1000233415,Teachers In The Sky,Documentary,Film & Video,USD,2016-06-18,250000.0,2016-04-19 23:53:22,65.0,failed,2,US
61,1000234595,Fashion removeable decoration jewel accessory hells shoes,Accessories,Fashion,EUR,2016-10-13,12000.0,2016-09-13 11:59:57,137.0,failed,2,IT
62,1000235465,TO RUSSIA WITH LOVE AND SIMON,Art,Art,USD,2016-06-22,5000.0,2016-05-23 18:10:04,587.0,failed,8,US
63,1000235643,HIIT Bottle™,Drinks,Food,USD,2015-04-27,15000.0,2015-03-13 18:33:08,124998.0,successful,2784,US
64,1000243793,"""JurassicJurassix"" by The Guilt",Rock,Music,USD,2015-04-09,850.0,2015-02-23 00:10:28,485.0,failed,13,US
65,1000245024,Safer Home,Hardware,Technology,CAD,2015-07-03,50000.0,2015-06-03 05:52:43,0.0,failed,0,CA
66,1000252415,"Pantochino Productions: ""Cinderella Skeleton, the Musical""",Theater,Theater,USD,2011-07-08,15000.0,2011-05-09 15:08:51,15425.0,successful,144,US
67,1000256230,Shreddit - Privacy on Reddit,Software,Technology,GBP,2017-07-02,2000.0,2017-06-02 12:20:21,0.0,failed,0,GB
68,1000256760,"Raise the Woof, expanding the love (Canceled)",Design,Design,CAD,2015-08-07,15000.0,2015-07-08 21:46:53,700.0,canceled,6,CA
69,1000257563,"""Flying"" Carpets from Azerbaijan, Iran and Turkey/Anatolia",Weaving,Crafts,GBP,2015-04-29,5000.0,2015-03-30 19:55:31,2.0,failed,1,GB
70,1000260691,Gizbee™ Unlimited Removable Storage for Your Travel Photos,Gadgets,Technology,USD,2016-03-25,87000.0,2016-02-29 20:30:27,2030.0,canceled,15,US
71,1000261018,Diposta - liberating people from their postal mailbox.,Web,Technology,USD,2016-08-23,100000.0,2016-07-24 13:18:36,141.0,failed,3,US
72,1000268182,My Future Just Passed - Debut CD - Jazz Trio,Jazz,Music,USD,2014-12-03,4000.0,2014-11-03 21:11:44,4795.0,successful,95,US
73,1000278154,"Loot and Recruit - A quirky, combative, deck building game",Tabletop Games,Games,USD,2015-04-10,13000.0,2015-03-10 13:19:18,2453.0,canceled,65,US
74,1000282287,Babe Ruth's Family Kitchen - Gourmet Hot Dogs and Condiments,Food,Food,USD,2015-10-13,25000.0,2015-09-08 00:59:36,0.0,canceled,0,US
75,1000291122,VOTE (anyone but) TRUMP Candle,Product Design,Design,GBP,2016-08-24,500.0,2016-07-12 17:31:42,218.0,failed,6,GB
76,1000291263,"""It's Complicated"" by Ariana Salome",Ready-to-wear,Fashion,USD,2016-06-09,68000.0,2016-05-10 22:52:00,0.0,failed,0,US
77,1000294559,Secular Solstice 2014,Festivals,Theater,USD,2014-10-27,7500.0,2014-10-02 01:50:58,8157.01,successful,164,US
78,1000320473,Uncommon Rhythm - Season One,Film & Video,Film & Video,USD,2013-09-13,29700.0,2013-08-15 11:16:24,10410.0,failed,76,US
79,1000328150,Legacy of Svarog | a Unique 3D Action RPG and Adventure Game,Video Games,Games,USD,2015-10-30,50000.0,2015-08-31 06:33:31,1410.0,failed,38,US
80,1000328328,ANVIL Beard,Fashion,Fashion,GBP,2015-02-06,2000.0,2014-12-15 19:13:37,61.0,failed,9,GB
81,1000331311,AWE - Antediluvian Wars: Extermination Tactical Card Game,Tabletop Games,Games,USD,2014-08-31,13000.0,2014-08-01 00:02:17,1811.0,failed,34,US
82,1000332383,Road to the Shire,Documentary,Film & Video,USD,2012-02-14,4000.0,2012-01-11 20:13:55,4045.0,successful,29,US
83,1000333671,Spiral Electric Skylab Recording,Rock,Music,USD,2015-02-26,500.0,2015-02-04 18:54:23,1540.0,successful,31,US
84,1000334074,The Locals Only Shirt,Fashion,Fashion,USD,2012-05-18,500.0,2012-05-01 07:11:25,754.82,successful,36,US
85,1000335422,"""Where is Home?"" Anthology",Anthologies,Comics,CAD,2014-07-10,4000.0,2014-06-10 00:09:47,4944.5,successful,153,CA
86,1000338818,"Diet! No thanks, I'd rather lose weight",Publishing,Publishing,EUR,2016-10-30,10000.0,2016-08-31 18:13:01,88.0,failed,9,DE
87,1000339877,The Onrust Project and Two Row Treaty of 1613,Theater,Theater,USD,2013-06-16,5000.0,2013-04-17 00:58:02,110.0,failed,2,US
88,1000340977,My Coffee Box,Drinks,Food,USD,2014-06-16,3000.0,2014-05-17 22:43:36,1027.0,failed,18,US
89,1000344383,¿Tu Sabes? (You Know?) a music collaboration by Daya & Edu,Music,Music,USD,2012-12-13,4500.0,2012-10-30 08:53:03,409.0,failed,10,US
90,1000348690,The Silence of Hollowind - Urban Fantasy RPG,Tabletop Games,Games,EUR,2017-11-23,5000.0,2017-10-24 16:58:01,11238.0,successful,346,IT
91,1000348776,P/O/V Comic and Literary Anthology,Comics,Comics,USD,2012-03-06,4289.0,2012-01-21 18:25:26,474.0,failed,14,US
92,1000354338,"""Little Shop of Horrors"" at the Browncoat Theatre!",Theater,Theater,USD,2012-08-14,2000.0,2012-06-30 20:05:26,2075.0,successful,40,US
93,10003650,Glyscian Debut Album Recording (Canceled),Rock,Music,USD,2012-05-26,15000.0,2012-03-27 04:25:46,151.0,canceled,4,US
94,1000374001,The Dark Waters Project,Indie Rock,Music,USD,2013-04-07,10000.0,2013-02-20 01:48:42,10414.0,successful,113,US
95,1000386601,Los Angeles International Student Film Festival,Film & Video,Film & Video,USD,2014-04-03,1500.0,2014-03-04 17:24:51,1932.99,successful,29,US
96,1000389241,Bob Contemplates Ending It All,Shorts,Film & Video,USD,2014-01-27,3000.0,2013-12-18 20:54:02,3755.0,successful,52,US
97,1000392220,The Girls Bathroom,Webseries,Film & Video,USD,2011-07-31,2000.0,2011-07-06 16:35:45,2252.99,successful,45,US
98,100039820,Best Spray Bottle Ever - SureShot,Gadgets,Technology,CAD,2015-03-07,25000.0,2015-02-05 16:57:21,3.0,failed,3,CA
99,1000399155,New Lasagna,Restaurants,Food,USD,2014-10-17,5000.0,2014-08-18 11:13:15,0.0,failed,0,US
